SEGMENT_2_RTHETA_STACKING_CURVE_POINT1,SEGMENT_2_RTHETA_STACKING_CURVE_POINT2,SEGMENT_2_RTHETA_STACKING_CURVE_POINT3,SEGMENT_2_SECTION1_CHORD,SEGMENT_2_SECTION1_EXITANGLE,SEGMENT_2_SECTION1_INLETANGLE,SEGMENT_2_SECTION1_LEWEDGEANGLE,SEGMENT_2_SECTION1_STAGGERANGLE,SEGMENT_2_SECTION1_TEWEDGEANGLE,SEGMENT_2_SECTION1_THICKNESS_POINT3,SEGMENT_2_SECTION1_THICKNESS_POINT4,SEGMENT_2_SECTION1_THICKNESS_POINT5,SEGMENT_2_SECTION1_THICKNESS_POINT6,SEGMENT_2_SECTION2_CHORD,SEGMENT_2_SECTION2_EXITANGLE,SEGMENT_2_SECTION2_INLETANGLE,SEGMENT_2_SECTION2_LEWEDGEANGLE,SEGMENT_2_SECTION2_STAGGERANGLE,SEGMENT_2_SECTION2_TEWEDGEANGLE,SEGMENT_2_SECTION2_THICKNESS_POINT3,SEGMENT_2_SECTION2_THICKNESS_POINT4,SEGMENT_2_SECTION2_THICKNESS_POINT5,SEGMENT_2_SECTION2_THICKNESS_POINT6,SEGMENT_2_SECTION3_CHORD,SEGMENT_2_SECTION3_EXITANGLE,SEGMENT_2_SECTION3_INLETANGLE,SEGMENT_2_SECTION3_LEWEDGEANGLE,SEGMENT_2_SECTION3_STAGGERANGLE,SEGMENT_2_SECTION3_TEWEDGEANGLE,SEGMENT_2_SECTION3_THICKNESS_POINT3,SEGMENT_2_SECTION3_THICKNESS_POINT4,SEGMENT_2_SECTION3_THICKNESS_POINT5,SEGMENT_2_SECTION3_THICKNESS_POINT6,SEGMENT_2_Z_STACKING_CURVE_POINT1,SEGMENT_2_Z_STACKING_CURVE_POINT2,SEGMENT_2_Z_STACKING_CURVE_POINT3,computation_pout_C_ISEN_EFF_TOT2TOT,computation_pout_C_ISEN_EFF_TOT2STA,computation_pout_C_ISEN_EFF_STA2STA,computation_pout_C_POLY_EFF_TOT2TOT,computation_pout_C_POLY_EFF_TOT2STA,computation_pout_C_POLY_EFF_STA2STA,computation_pout_C_EFF_ENTROPY,computation_pout_MASS_FLOW,computation_pout_TORQUE,computation_pout_C_PRES_LOSS,computation_pout_STA_PRES_RATIO,computation_pout_TOT_PRES_RATIO,computation_pout_P_MIN,computation_pout_P_MIN_SS,computation_pout_P_MIN_SS_SPLITTER,computation_pout_PS_DIFF_SS,computation_pout_PS_DIFF_SS_SPLITTER
0.0,-0.000644148,-0.00118139,0.05606,-16.84,-54.6,8.0,-39.0,12.0,0.00351773,0.00487632,0.00555014,0.00473362,0.05526,-36.1,-55.5,5.0,-50.45,9.0,0.00179811,0.003205,0.00329425,0.00357905,0.05685,-47.9,-63.8,3.0,-59.35,7.0,0.00104276,0.00136586,0.00203582,0.00243212,0.000139559,-0.00337328,-0.00563167,0.845133,-0.143821,0.351635,0.858609,-0.163436,0.357322,0.84275,20.753,810.51,-5.404785,1.0641,1.9177,35363.890625,35363.890625,35363.890625,54473.505092,54473.505092
-0.00110432889020343,-0.000271396809878604,-0.00120200693257863,0.0523814636974825,-20.4114035822622,-56.0485466060461,6.51077242739351,-39.9465543606364,11.9023976920521,0.00417610109756012,0.0048676502750288,0.00577544280366836,0.00386589274068112,0.0544019052274096,-35.8471243289326,-58.90120716539,4.38152494982189,-49.1704885931249,5.01643385497919,0.00107933081491945,0.00265902918016541,0.00396507310192801,0.00430459125927907,0.056535074965951,-51.8214153748528,-61.3459437014949,3.51413080722919,-57.6047801163433,10.1429538992059,0.0012775804972707,0.00168557201665905,0.00209550961684595,0.00252471528762639,-0.00454070380553915,-0.00127142457407492,-0.000476887384116027,0.822941,-0.138305,0.2765,0.838557,-0.157881,0.281881,0.819704,20.393,832.89,-5.77103,1.0541,1.9371,23738.423828,23738.423828,23738.423828,65960.916451,65960.916451
-7.17273429385561e-05,-0.000910383024545999,-0.000357965642305882,0.0548888792225084,-15.4138962037529,-50.4664583208099,0.0656756695491327,-37.1944209024582,11.3351609045882,0.00345467261706929,0.0048030152022392,0.00456148770593954,0.00402110588916846,0.0550496387487653,-32.3650873656876,-50.7257725359241,5.49993771492919,-48.7533936348301,13.8420116641144,0.00177474003545331,0.00252485805015554,0.00329487492833831,0.00274851225659106,0.0529421501870958,-51.050748870971,-58.8699884784368,6.18937263400827,-59.8119995731331,7.56542648919385,0.000624355226861173,0.00145876494035003,0.0025250598733231,0.00270444500221422,-0.00261281489078676,-0.00348414977991338,-0.00319533902177053,0.823594,-0.134126,0.325297,0.839412,-0.153379,0.331553,0.820331,20.858,864.92,-5.582005,1.068,1.9601,23533.199219,23533.199219,23533.199219,66398.513982,66398.513982
-0.00143591028492452,-0.00163813575411242,-0.000787399016832723,0.0582442265859558,-17.8001467186907,-56.330498418183,1.62958405573217,-39.9569630622435,14.7739364359916,0.00267599767336823,0.00574592034378352,0.00630569141671063,0.00416960392456323,0.0551807287958902,-33.0071596562457,-58.6498382253858,7.79664871632296,-50.2879807081008,5.79082530596083,0.00149092152793937,0.0039554367685894,0.00245204704955258,0.00415577851949487,0.0566887826493463,-46.649200580036,-59.2438958869056,6.6450298774597,-59.1697117541843,5.57424529534198,0.000836981568950966,0.0017020246053719,0.00223649070912488,0.00265152297251493,-0.00410889027093578,-0.00350078033380399,-0.00562811188365315,0.828579,-0.145179,0.273258,0.843195999999999,-0.164945,0.278214,0.825661,20.217,788.48,-5.614608,1.0495,1.8919,26993.339844,26993.339844,26993.339844,62718.457183,62718.457183
-0.0013898379246305,-6.41507565473887e-05,-0.000780031682255343,0.058831953374518,-12.0906862732658,-50.456652926696,6.62087029748582,-40.7271015643701,7.65635998100424,0.00403111888971967,0.00433318325918894,0.00479532713161579,0.0043285687343902,0.0537442633134614,-35.64857257445,-50.9213565775264,4.61660836073195,-51.8792299598791,10.7066345358684,0.0017602369686032,0.00223842235272936,0.00356104281829174,0.00404037349985847,0.0568298343090171,-49.9395294727018,-63.2730812935215,5.96007169795508,-59.0182957249315,4.26163481602333,0.00141146428631753,0.00123717209383575,0.00232374097214553,0.00254634656060105,-0.00576939460391885,-0.00340615109220546,-0.00356552076805104,0.847023,-0.149841,0.348221,0.859842,-0.169482,0.353568,0.844786,20.564,766.19,-5.239415,1.0598,1.869,29212.71875,29212.71875,29212.71875,60689.731294,60689.731294
-0.000684639701404035,-0.000194792725481261,-0.00099786000303447,0.058681411625181,-16.9540144376877,-52.3034322336771,6.00073357436502,-40.8281319364849,10.0094299721869,0.00342433836034105,0.00577525519973709,0.00577431232353546,0.00440321775435697,0.0553678140664783,-40.7898651220698,-57.6755455648471,5.43384624403315,-50.3005064876831,9.29105485673889,0.00143449664009781,0.00384701653548556,0.00353755125838144,0.00416975488875205,0.0559740392634437,-52.4742069665839,-64.1611314990089,9.36486805206805,-59.1490692951859,5.31006952765034,0.000839002476879839,0.00124490399177041,0.00223128348124085,0.00197336804620881,-0.00334414313371008,-0.00421859371954815,-0.00167517281103816,0.838528,-0.149194,0.310425,0.852018,-0.168871,0.315535,0.836019,20.346,763.53,-5.362437,1.0538,1.8656,30763.375,30763.375,30763.375,59074.359756,59074.359756
-0.0016675584639929,-0.00167618589035854,-0.00131595550252944,0.0536253838821302,-17.6150660972041,-54.1380477499582,2.83263607317299,-39.111685285628,12.4958995080307,0.00300352214106064,0.0045396171759306,0.00583013248582518,0.00478553094331628,0.0576194733492806,-32.7433773708789,-58.4857287315811,8.38788779607818,-51.0401663996645,5.05490940681222,0.00254171298102497,0.00388815951560362,0.0027142234158486,0.00399092366417396,0.0547648969983678,-43.8279393136157,-67.3363246883294,1.39461282970549,-59.5824856143191,7.49277534723289,0.00111764440047542,0.001473422551878,0.00247498367321835,0.00215784986895392,-0.00493705570357443,-0.0052137400291165,-0.000725589914816251,0.810252,-0.148571,0.220248,0.825585,-0.168093,0.224521,0.806783999999999,19.709,738.82,-5.545027,1.0395,1.8267,32572.09375,32572.09375,32572.09375,57303.02574,57303.02574
-0.00146727733343389,-0.00129630205853273,-0.00128048295128425,0.0577895304371974,-13.2302276684728,-56.9931212615983,0.916712007728993,-37.12440099418,8.63428364273136,0.00282914032463498,0.00563876501622972,0.00501951789933466,0.00403694002832856,0.0568226368656441,-33.1289883171704,-57.5377569444936,8.55965758558072,-49.0461751665486,10.3323207033808,0.000865162200502749,0.0028124677168407,0.00343639448174,0.00406123933708561,0.0528415077932043,-43.1151016328971,-65.8286245415128,2.01339996127032,-60.9510916056768,4.67152372300401,0.000736223778551416,0.00132879331052653,0.00187304756920814,0.0027005981083594,-0.0041842950001765,-0.00512261714060707,-0.00370488421535217,0.836896,-0.137726,0.285892,0.851702,-0.157529,0.291216,0.834118,20.463,849.78,-5.964754,1.0542,1.9769,37111.753906,37111.753906,37111.753906,52410.859108,52410.859108
-0.000807361400966207,-0.00148053104587257,-7.8241623380874e-05,0.0526106935110397,-18.2501381828843,-55.4575629468834,8.37261511783967,-39.766780800986,11.2053037069961,0.00399589990423582,0.00560712686265356,0.00593452378285389,0.00485484877995405,0.0549406636725755,-35.3368273945058,-54.6441274413712,6.21483301132146,-51.9324598019457,6.3432245268172,0.00117121845185753,0.00406798808494416,0.00248978214283506,0.0043094640628903,0.0566092846811325,-49.8150374985867,-62.4780768351931,8.7096322086752,-60.9409808554732,10.6245348719668,0.000732627145190152,0.00167982975030441,0.00176040135084309,0.00230439792335952,-0.0010927080042802,-0.00287156732761445,-0.00153843065425372,0.859661,-0.152042,0.387278,0.871485,-0.171838,0.392668,0.857796,20.76,765.82,-5.150081,1.0643,1.8752,36763.546875,36763.546875,36763.546875,53106.558847,53106.558847
-0.000523518482760329,-0.00132416683808482,-0.000661492057017919,0.0537846905412315,-20.0157995394944,-53.3286435038465,1.05661395267016,-37.6109433745021,14.00684674821,0.00373885309676281,0.00580493379550145,0.00527364575832726,0.00518422825168298,0.0595563144852785,-37.1492949476913,-50.8024415095281,4.68482843965475,-49.6663317020425,8.07634935526735,0.00144554859096318,0.00348655462623664,0.00428458324433218,0.00282997910685944,0.0506563209189594,-47.002439113416,-60.1865669845758,0.575505357718802,-58.2005957944961,11.4830955876566,0.000635247882879591,0.0015705809620698,0.00199959181469683,0.00258866638798007,-0.0053851307523005,-3.91630445900055e-05,-0.00465189515396379,0.787431,-0.138431,0.234679,0.805102,-0.157581,0.239928,0.782832,20.101,799.15,-5.504806,1.0498,1.862,14670.00293,14670.00293,14670.00293,75361.609752,75361.609752
